State Name,Constituency,Candidate Name,Gender,Age,Category,Party,Party Symbol,Total_Votes_Polled,Votes_Secured,Pct_of_Polled,Pct_of_Valid,Votes_Secured_fill,Winner_Name,Winner_Party,Winner_Votes,RunnerUp_Votes,Winning_Margin,Is_Winner,YEAR
Gujarat,Chandrapur,DR GAFFAR IBRAHIM SAYED_GFN,FEMALE,29,SC,NBPP,Electric pole,1087989,666,0.18,43.22,10431,RABINDRA NARAYAN BEHERA,VCK,787979,576619,172897,FALSE,2004
Tripura,Akbarpur,MANMOHAN SINGH_NMT,THIRD,61,SC,BYKD,Carpet,1502830,2366,45.89,0.32,536,SUKHJINDER SINGH RANDHAWA,CPI(ML)(L),425679,573979,169442,FALSE,2009
Mizoram,Solapur,RUDRA PRASAD MANDAL_FGF,FEMALE,32,BL,SPAKP,Grapes,1441382,10394,0.15,41.77,144322,KAMLESH PASWAN,ADAL,298062,547140,96615,FALSE,2009
Tamil Nadu,Singhbhum,SELJA_ZCA,THIRD,52,SC,BKP,Socks,1311233,1779,0.06,0.36,667646,PRATAP CHANDRA SARANGI,JD(U),750830,506708,336965,FALSE,2004
Andaman & Nicobar Islands,Singhbhum,BALASUBRAMANIAN_UTB,FEMALE,42,BL,BHRTASP,Football player,1083446,1087,0.08,0.06,2420,SUKANTA KUMAR PANIGRAHI,TDP,534239,311738,164558,FALSE,2019
Karnataka,Basti,P. SATYA REDDY_ISB,MALE,57,ST,URPI,Calculator,1504877,70373,50.85,49.7,362,POONAMBEN HEMATBHAI MAADAM,SP,500099,390308,344695,FALSE,2009
Dadra & Nagar Haveli and Daman & Diu,Kandhamal,GUYYA SAIKRISHNA MURTHY_LBT,THIRD,56,GENERAL,BHAGP,Rising sun,1151015,1040,0.12,69.7,982,ANAND KUMAR,IUML,923302,495728,79781,FALSE,2024
Kerala,Etawah,SAMAREDDY BALAKRISHNA_ARP,THIRD,37,GENERAL,JNJP,Gas Stove,1367572,7585,2.94,61.54,739,RABINDRA NARAYAN BEHERA,AJSUP,609021,615655,467847,FALSE,2014
Tamil Nadu,Porbandar,NETAJIKAVIARASU V_XHX,MALE,51,GENERAL,DMK,Hockey and ball,966352,2690,0.09,7.21,7544,SANJAY UTTAMRAO DESHMUKH,JKN,692832,528380,91544,FALSE,2009
Goa,Jaynagar,DILIP KUMAR_KIX,MALE,50,BL,YIPP,Spanner,1056843,12953,0.08,0.15,1288,FAGGAN SINGH KULASTE,UPPL,770459,473747,4379,TRUE,2009
Tamil Nadu,Mumbai South Central,RAJAPAL_OHW,THIRD,29,GENERAL,AIUC,Bicycle pump,1111135,2268,0.04,48.84,555,BHARAT SINGH KUSHWAH,JKN,770459,375726,75447,FALSE,2014
Tripura,Shirdi,DM KATHIR ANAND_GQD,THIRD,61,SC,AKBAP,Football,1365126,562965,1.87,20.04,2097,DIMPLE YADAV,YSRCP,766929,659159,29021,FALSE,2009
Uttar Pradesh,Osmanabad,SUJAN SARDAR_QNC,THIRD,45,SC,BMAP,Rubber stamp,1265546,1864,0.23,0.07,5946,AJAY BHATT,AGP,358155,269157,1012476,FALSE,2004
Jammu and Kashmir,Mumbai North West,RAVI KUMAR_TTA,FEMALE,41,ST,PMTDK,Head phone,1624634,2160,0.03,48.06,2510,GAIKWAD VARSHA EKNATH,KEC,712057,313448,146176,FALSE,2014
Andaman & Nicobar Islands,Hardoi,SUMIT RANA_UHJ,FEMALE,39,ST,VKRMSP,Frock,1086459,3719,0.44,0.07,1360,BABU SINGH KUSHWAHA,SHSUBT,726174,445106,104709,FALSE,2004
Kerala,Munger,NEELAMEGAM K_VZL,FEMALE,44,BL,RaJPa,Shoe,1431957,206,5.82,0.56,518459,DR. VINOD KUMAR BIND,IUML,164396,360955,19157,FALSE,2019
Sikkim,Ananthapur,AMINUL ISLAM_VUN,THIRD,32,BL,AaSamP,Lock and key,1283464,2788,4.37,0.31,11770,DR. ALOK KUMAR SUMAN,CPI,509664,325773,377014,FALSE,2024
Sikkim,Wayanad,KALLOLIKAR SHAMBHU KRISHNA_KKU,THIRD,50,SC,PPOI,Television,1381376,4205,0.86,25.9,303199,NALIN SOREN,RSP,783578,506764,281794,FALSE,2014
Tripura,Vadodara,KONDA VISHVESHWAR REDDY_JJC,FEMALE,41,BL,BNPA,Ganna kisan,1081878,2866,0.02,0.06,426425,EATALA RAJENDER,AITC,510747,375726,82861,FALSE,2014
Lakshadweep,Wayanad,SHAMSHER KHAN SAHEB KHAN PATHAN_MGS,FEMALE,49,GENERAL,DBSP,Auto- rickshaw,1075992,5056,0.17,0.48,10806,CHANDRA PRAKASH JOSHI,SHSUBT,591947,266256,540929,FALSE,2014
Uttarakhand,KALLAKURICHI,AJAY BHAT_VNT,MALE,42,ST,STWDRKSKP,Door bell,1221686,3777,50.33,0.08,3354,SELVAGANAPATHI T M,RLTP,754328,547140,132664,FALSE,2024
Uttarakhand,Farrukhabad,RAMESH AWASTHI_HLJ,THIRD,55,ST,AASPP,Capsicum,1056357,496,34.36,0.08,8814,DILESHWAR KAMAIT,AGP,956497,341480,34202,FALSE,2009
Assam,Ranaghat,SALEH AHMED MAZUMDAR_TJR,FEMALE,44,GENERAL,JASWP,Box,837890,1875,0.07,0.03,102436,NARAYAN TATU RANE,ZPM,655027,538148,222351,FALSE,2004
Goa,Mainpuri,BHUPENDER YADAV_DDX,THIRD,41,GENERAL,DBSP,Calculator,1251018,1273,0.58,0.07,3439,NARAYAN DAS AHIRWAR,INC,383919,539375,46357,FALSE,2004
Himachal Pradesh,Barabanki,GADDAM VIJAY_FRJ,THIRD,54,SC,RKBP,Hand,1028128,5629,0.1,1.44,1252,ADHIKARI DEEPAK (DEV),JKN,521836,555859,49944,TRUE,2014
Jharkhand,RAIGARH,UMMEDA RAM BENIWAL_TTJ,THIRD,61,BL,AJPI,Colour tray & brush,953520,570182,0.2,0.04,401951,TEJASVI SURYA,JD(S),542213,408254,773551,FALSE,2004
Rajasthan,Rae Bareli,NAIB SINGH_WIK,FEMALE,56,SC,ASDC,Tiller,1081878,3413,0.19,0.32,470721,ALOK SHARMA,CPI(M),719505,342882,4500,FALSE,2019
Nagaland,Dum dum,GAUTAM ALIAS ANANTA RAMDAS INGALE_YNZ,MALE,53,SC,NBBHNRSVP,Nagrik,1524570,1850,0.16,0.02,1116,NARESH GANPAT MHASKE,INC,661981,336676,13426,FALSE,2014
Gujarat,Bargarh,NANDNI NAYAK_TZK,THIRD,27,GENERAL,HINDSMJP,Book,1676124,1110,0.25,0.21,298062,RAKIBUL HUSSAIN,AITC,683950,259748,371910,FALSE,2019
Karnataka,Medinipur,PARGAT SINGH RAJEANA_KET,MALE,42,SC,CoAP,Ginger,1381376,8761,35.7,0.66,2675,RABINDRA NARAYAN BEHERA,JnP,380581,428034,41974,FALSE,2014
Gujarat,Ponnani,SARKAR MANGAL_HNX,FEMALE,46,SC,JIHNDNTLP,Head phone,1112068,1804,0.44,0.09,789,HIBI EDEN,TDP,515965,360955,239139,FALSE,2014
Lakshadweep,UDHAMPUR,BHUVAN SAHU_SWT,MALE,69,SC,TMC(M),Chimney,1129256,415,0.12,68.95,4254,MANOHAR LAL,RLTP,501834,568773,461755,FALSE,2024
Goa,KALLAKURICHI,KALYAN SINGH KANSANA_WZB,FEMALE,55,BL,GJRTLKTNTP,Helicopter,1315489,591,49.77,0.08,952,C R PATIL,IUML,534906,495728,97042,TRUE,2014
Ladakh,Kannur,SABYASACHI CHATTERJEE_THV,FEMALE,43,GENERAL,BSSSSP,Tyres,1230347,202,0.52,0.11,466864,CHHOTELAL,IUML,607897,679875,166816,FALSE,2009
Odisha,ROHTAK,GURMEET SINGH_UVK,THIRD,68,BL,NATJUP,Bread,1170984,4542,0.2,0.05,3224,BISHNU PADA RAY,LJPRV,713200,568499,14831,FALSE,2004
Haryana,Patiala,MADHUSUDAN BARIK_XEQ,THIRD,42,SC,NPEP,Spade & stoker,1010109,360,0.18,0.22,520421,BHARTRUHARI MAHTAB,NCP,426005,422834,44111,FALSE,2009
Punjab,Hindupur,BASANT KUMAR LONGA_JWW,MALE,46,SC,PBM,Cot,1401721,3155,0.53,0.17,314,DR. KALGE SHIVAJI BANDAPPA,KEC,499464,228009,121494,FALSE,2004
Gujarat,Thane,S. M. JIAUL HAQUE_KQD,MALE,36,ST,NJMP,Air conditioner,1331004,2432,0.62,0.06,1342,"SUBBARAYAN, K.",JMM,533106,297619,443821,FALSE,2024
Telangana,Srikakulam,COMRADE SACHIN JAIN_FMY,MALE,71,ST,SWNTRABYKT,Table lamp,1252286,31956,1.4,0.32,981,ZIA UR REHMAN,SHSUBT,516496,168450,123038,FALSE,2004
Himachal Pradesh,Muzaffarnagar,DOSHI HARDIK BIPINBHAI_ZIO,MALE,48,SC,SPIP,Nangol,927696,751671,0.14,0.32,663,SAVITRI THAKUR,VOTPP,520190,550033,29112,FALSE,2014
Karnataka,Kalahandi,RAM SANKAR SATAPATHY_IGG,THIRD,39,SC,RSHSNSP,Table lamp,1159452,522,1.97,0.48,401899,POONAMBEN HEMATBHAI MAADAM,MDMK,494226,403220,104868,FALSE,2024
Jammu and Kashmir,Porbandar,RAJESH PANDEY_ICJ,FEMALE,60,BL,JKN,Mango,1228602,61,3.73,0.15,1224,"JANARDAN SINGH ""SIGRIWAL""",SHSUBT,716231,475066,13661,FALSE,2014
Andhra Pradesh,Mainpuri,RAJKUMAR S/O PREMJI_QHI,MALE,47,GENERAL,YBS,Tray,1097080,3220,7.95,0.05,607897,TANUJ PUNIA,AAAP,527005,555859,3242,FALSE,2024
Madhya Pradesh,Kaiserganj,NOORMUHAMAD A_RHQ,MALE,37,ST,RJP(E),Man blowing turha,1202835,4320,0.43,0.1,4422,RAJMOHAN UNNITHAN,UPPL,588270,434424,84949,TRUE,2024
Mizoram,Salempur,RAGHU KUMAR .S_VJU,MALE,35,ST,HINDSMJP,Kettle,1218620,1441,0.01,0.58,747,MISHA BHARTI,ASPKR,579890,567851,54567,FALSE,2014
Haryana,Paschim Champaran,C.S.KARNAN_ZJE,THIRD,39,ST,AnAP,Balloon,1096672,1020,0.88,0.07,1430,BABU SINGH KUSHWAHA,ADAL,691481,526733,327901,TRUE,2019
Ladakh,KHAJURAHO,KAZI NEKIB AHMED_EYG,THIRD,48,ST,RSUP,Car,979337,159,0.05,0.27,1850,MANISH TEWARI,ZPM,524516,422087,42225,TRUE,2019
Meghalaya,KANKER,UDARI MALLESH_FRQ,MALE,38,BL,SABJANP,Immersion rod,1004152,180666,0.24,0.27,1829,KULDEEP INDORA,NCP,734231,468475,4379,FALSE,2024
NCT OF Delhi,Bolangir,SOMNATH NANASAHEB KAMBLE_CLV,MALE,54,SC,KPPR,Ship,1382786,745998,0.54,0.82,403,MANSUKHBHAI DHANJIBHAI VASAVA,RLTP,686406,579690,178437,FALSE,2009
Uttarakhand,SIVAGANGA,ASHA KUMARI RUNDA_WPI,MALE,49,GENERAL,AODRP,Chappals,1263871,358155,0.53,0.67,4004,SHRIPAD YESSO NAIK,LJPRV,796589,406330,16514,FALSE,2014
Jammu and Kashmir,BANSWARA,BHURALAL MEGHJIBHAI PARMAR_BPB,THIRD,61,GENERAL,BDJS,Tooth brush,1066171,424711,0.08,0.07,1639,DHARMENDRA PRADHAN,SHSUBT,615274,467282,151945,FALSE,2009
Madhya Pradesh,Lucknow,ANTA ALOK BASKEY_OQV,FEMALE,45,SC,IUC,NOTA,1311056,432667,0.15,0.1,3205,KUNDURU RAGHUVEER,RLD,553168,426371,504247,FALSE,2024
Nagaland,Varanasi,RADHESHYAM MUVEL_QPE,FEMALE,58,ST,RVP,Colour tray & brush,847764,1116,0.1,0.12,18966,GOPAL JEE THAKUR,RSP,516628,452596,103846,FALSE,2009
Rajasthan,Amritsar,NARENDER KUMAR_HOP,FEMALE,61,SC,TLGNARJYS,Table lamp,1048604,1594,39.06,0.16,1540,BAG MITALI,ASPKR,475587,360955,39139,FALSE,2004
Andhra Pradesh,Yavatmal- Washim,GURCHARAN SINGH MANN_WWJ,FEMALE,44,SC,RSSCMJP,Chess board,1094117,1109,0.45,0.28,2773,MUHAMMED HAMDULLAH SAYEED,YSRCP,452644,344223,118068,FALSE,2019
Andaman & Nicobar Islands,Dhule,K.CHANDRASEKAR_BPQ,THIRD,60,BL,SWJP,Syringe,1131837,306,0.04,0.16,90948,ASHISH DUBEY,IUML,527005,325267,158333,FALSE,2009
Odisha,Mandya,EZHILARASAN S_IVE,FEMALE,47,ST,PRJP,Wheel barrow,1111264,593,0.56,0.06,8318,JAGADISH CHANDRA BARMA BASUNIA,ZPM,713200,577821,29112,FALSE,2024
Goa,Pathanamthitta,VIJAYAKUMAR K P_RRQ,THIRD,65,BL,AVRMK,Diesel pump,1221686,17903,49.9,47.09,720302,SATPAL BRAHAMCHARI,UPPL,716883,512069,10386,FALSE,2019
Arunachal Pradesh,Nagina,BHAWANI H. CHOUDHARY_VOZ,THIRD,34,GENERAL,RPIB,Computer,946044,6940,0.05,0.43,7887,KINJARAPU RAMMOHAN NAIDU,RLTP,812147,636985,100053,FALSE,2004
Ladakh,Jhanjharpur,RAVI KUMAR ROY_OEJ,FEMALE,57,ST,PPID,Television,1201434,357,0.4,0.36,2056,VIJAY BAGHEL,RJD,751671,506540,1012476,FALSE,2024
Puducherry,Kishanganj,ESWARASAMY K_VIE,MALE,36,SC,ABASP,Kettle,1493680,2477,1.2,1.08,3079,RAJA RAM SINGH FATHER-LATE DIPAN SINGH,UPPL,313217,447836,115023,FALSE,2019
Andaman & Nicobar Islands,SHAHDOL,MADAN RAJBHAR_XPE,MALE,52,GENERAL,YVTRP,Gift pack,1059678,5814,0.22,0.85,285237,ALFRED KANNGAM S ARTHUR,KEC,533032,567851,201057,FALSE,2019
Uttar Pradesh,Jamshedpur,CHANDRAKANT KHAIRE_ZPX,MALE,39,BL,SPAKP,Envelope,1303583,401,8.03,0.15,8089,DR CHANDRA SEKHAR PEMMASANI,RJD,476900,364571,166816,FALSE,2019
Arunachal Pradesh,MADURAI,J. SEBASTIN_XLH,THIRD,54,ST,TLGUNGP,Banana,1161596,364631,23.65,0.03,2358,T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,BHRTADVSIP,545093,408254,69116,FALSE,2019
Andhra Pradesh,Kushi Nagar,GHUR SINGH SALLAM_BER,THIRD,34,ST,AaSaP,Glass tumbler,1396805,5115,0.5,0.62,754,SHASHI THAROOR,JMM,866483,500806,116252,FALSE,2024
Telangana,KANKER,RAMCHANDRA NAMDEV JADHAV_JYL,FEMALE,55,SC,RTRYDVBHMP,Man blowing turha,1441382,5181,41.8,0.05,7527,JASWANTSINH SUMANBHAI BHABHOR,JD(S),745998,472326,345298,FALSE,2014
Lakshadweep,Agra,GURINDER SINGH SABHI GILL_ZJI,FEMALE,44,ST,SJVP,Umbrella,449383,584728,0.05,0.07,2799,RAMASHANKAR RAJBHAR,BJP,615274,63490,197120,FALSE,2004
Kerala,Koppal,PUSHPARAJ. N_AJU,FEMALE,42,GENERAL,LSWP,Cube,1394953,2416,0.04,0.06,4462,MANISH TEWARI,ZPM,520421,454728,87434,FALSE,2019
Chandigarh,SURGUJA,SHABNAM_FMQ,FEMALE,47,ST,NNRP,Brush,1318346,17437,61.95,0.04,1887,RADHAKRISHNA,IND,438345,537442,76768,FALSE,2004
Tamil Nadu,GANGANAGAR,RADHESHYAM RATHIYA_EXC,MALE,41,BL,VIP,Kettle,1321228,2674,0.14,0.54,516,DR. KIRSAN NAMDEO,SHSUBT,1050351,281182,357758,TRUE,2004
Himachal Pradesh,Krishnanagar,NARINDER KAUR_ZIZ,FEMALE,46,SC,ILP(AP),NOTA,1141404,26098,1.28,0.03,1507,DR. M.P ABDUSSAMAD SAMADANI,JKN,888202,433343,90834,FALSE,2014
Punjab,SHAHDOL,HEMANT RADHAKISHAN KANAKE_BSH,FEMALE,49,GENERAL,JaRaP,Broom,1543861,3540,0.27,0.1,15942,BALASHOWRY VALLABHANENI,CPI(ML)(L),547379,444027,438226,FALSE,2019
Maharashtra,Khunti,FAYAZ AHMAD BUTT_GKI,MALE,35,SC,DHRMSMJP,Petrol pump,1172533,2000,1.64,0.38,1160,DR. LATA WANKHEDE,YSRCP,528418,477409,164215,FALSE,2019
Goa,Salempur,RAJA S_KEK,MALE,27,SC,UPPL,Flute,1034722,3720,2.2,0.15,1613,BRIJMOHAN AGRAWAL,SKM,766568,158111,134650,FALSE,2014
Andhra Pradesh,THOOTHUKKUDI,TRIBHUVAN MADHUKAR PADMAKAR_WXZ,THIRD,62,GENERAL,JYVDRBP,Conch,1151296,742,0.18,1.3,9467,KAMALJEET SEHRAWAT,SHSUBT,544303,411367,276864,FALSE,2009
NCT OF Delhi,ANANTNAG-RAJOURI,DURAI VAIKO_EVG,MALE,38,ST,ADAL,Pen drive,326063,2366,0.04,0.32,1101,MOHAMMAD JAWED,IND,608157,555083,221473,FALSE,2014
Punjab,Mathurapur,BAPI SOREN_YPB,THIRD,61,GENERAL,SSBD,Throwing a javelin,1290963,1680,0.45,0.09,4375,BUNTY VIVEK SAHU,NCPSP,928941,342882,102614,FALSE,2014
Kerala,Paschim Champaran,BHURALAL MEGHJIBHAI PARMAR_FJV,THIRD,52,BL,BSKRP,Winnower,1382786,599,0.68,40.3,2020,MUKESH RAJPUT,RSP,503131,261594,2629,FALSE,2024
Jharkhand,Uttara Kannada,RAMULA KARTHIK_JSH,FEMALE,68,SC,AAS,Pan,949116,439,15.6,0.27,483038,GURUMOORTHY MADDILA,JD(S),594807,169159,192486,FALSE,2014
Jammu and Kashmir,PERAMBALUR,SANJAY KUMAR SIWAL_PWU,MALE,57,ST,INDPPLSADH,Bow and arrow,1037351,4149,0.38,0.13,734,SHASHI THAROOR,NCP,483038,291333,149208,FALSE,2014
Lakshadweep,RAJGARH,BALVANT CHHATRALIYA_EYB,THIRD,57,GENERAL,RasLP,Pen stand,1055114,6314,0.44,0.14,907,RAJPALSINH MAHENDRASINH JADAV,HAMS,603209,462267,51583,FALSE,2024
Andaman & Nicobar Islands,Shahjahanpur,SARADE GANESH NAVNATH_CPP,FEMALE,43,BL,BJKVP,School bag,981034,426,0.1,0.51,1444,AMARSING TISSO,YSRCP,544427,638339,170105,FALSE,2014
Haryana,BANSWARA,SANTOSH KUMAR BIDIKA_CUX,MALE,56,SC,STWDRKSKP,Cake,1251018,97845,0.07,0.33,16636,PARIMAL SUKLABAIDYA,DMK,605645,37397,172897,FALSE,2014
Manipur,Chandauli,PRAJAKEEYA LEELA SHIVAKUMAR_HLZ,THIRD,37,BL,RJSPS,A lady farmer carrying paddy on her head,1241985,428043,0.06,0.24,633059,PARIMAL SUKLABAIDYA,VCK,732312,506540,16514,FALSE,2019
Punjab,Thane,PRAVISHANT SALOMAN_SHT,THIRD,39,SC,JaRaP,Batsman,1307632,2507,52.95,0.08,72527,ADOOR PRAKASH,CPI,475587,518271,278825,FALSE,2004
Kerala,Alipurduars,SIMPLE KUMAR_AXK,THIRD,62,SC,SAP,T.V. Remote,1094366,2301,0.08,0.17,367623,SHIVMANGAL SINGH TOMAR,YSRCP,395655,559730,20094,FALSE,2009
Puducherry,Narsaraopet,PALANICHAMY P_GUM,MALE,37,ST,ASaP,Trumpet,1096649,5911,0.11,0.1,1890,KARTI P CHIDAMBARAM,SP,724937,685673,212231,FALSE,2024
Karnataka,Sundargarh,BRIJESH KUMAR SAROJ_EIF,THIRD,31,SC,JMM,Calculator,1490322,940,1.17,0.11,178,RAVIKUMAR. D,RLTP,674428,427171,4332,FALSE,2009
Jharkhand,Jhansi,BALDEV SINGH GAGRA_BOA,FEMALE,39,SC,INYJP,T.V. Remote,1127054,791,0.05,0.09,3067,RAO INDERJIT SINGH,ASPKR,616729,435107,306559,FALSE,2019
Odisha,Kolkata Uttar,PRABEEN CHANDRA MAHATO_IKX,THIRD,45,SC,SSD,Winnower,999765,768,0.08,0.76,13103,SMT. HIMADRI SINGH,AGP,528013,63490,333677,FALSE,2024
Andaman & Nicobar Islands,Bhagalpur,SANTILATA CHATTAR_YHK,FEMALE,37,SC,NATJUP,Diamond,1676124,1065,0.21,0.92,7448,ABHAY KUMAR SINHA,BHRTADVSIP,713200,667646,49036,FALSE,2014
Chhattisgarh,Chandrapur,SUBASH CHANDRA MALLIK_ZZK,MALE,44,BL,PRVPOI,Tongs,1159005,7282,0.37,0.06,3589,VISHWESHWAR HEGDE KAGERI,SHSUBT,445657,469452,6553,FALSE,2024
Andhra Pradesh,Bangalore North,RAJESH VISHWAKARMA_YKG,FEMALE,66,BL,ADPT,Head phone,1426981,8953,1.28,1.78,474476,TAPIR GAO,ADAL,757389,546028,204142,FALSE,2014
Tamil Nadu,Kannur,BHAGIRATHI BALIARSINGH_BVY,THIRD,33,SC,HMR,Gas cylinder,1086798,648,0.07,0.2,1578,NARAYAN TATU RANE,SKM,413848,625116,53784,FALSE,2019
Karnataka,SIDHI,B.DHARMARAJ_UJZ,MALE,65,ST,ABML(S),Brick,1074344,8984,0.06,27.2,1595,HANUMAN BENIWAL,SP,515719,580052,162001,FALSE,2009
Odisha,Berhampur,SHREE NARESH CHANDRA SHARMA_JNC,THIRD,36,ST,JASWP,Cot,1064918,920,1.95,0.11,9408,SRIBHARAT MATHUKUMILI,LJPRV,1050351,401483,151945,FALSE,2014
Madhya Pradesh,KHAJURAHO,SUNIL BOSE_RQD,FEMALE,56,SC,NAPt,Green chilli,1245125,454696,0.06,0.12,27635,AMRINDER SINGH RAJA WARRING,ADAL,445545,353597,172897,FALSE,2014
Bihar,Kishanganj,SHANKAR. VENKAPPA. NAIKAR._EYY,THIRD,50,GENERAL,AIMEP,Switchboard,1148762,1651,0.09,0.26,1251,SANATAN PANDEY,SP,450937,647529,179907,TRUE,2009
Dadra & Nagar Haveli and Daman & Diu,Nagaon,JATINDER KUMAR SHARMA_BHV,MALE,51,ST,ANC,Bangles,1104876,1768,0.14,49.29,3683,JASWANTSINH SUMANBHAI BHABHOR,JMM,613025,187017,39250,FALSE,2014
Assam,Lucknow,PARDEEP DAHIYA_EHS,MALE,73,BL,IPGP,Chess board,806037,595497,0.09,0.19,636985,PARBHUBHAI NAGARBHAI VASAVA,ASPKR,467068,297619,140951,FALSE,2009
Himachal Pradesh,MAHASAMUND,KOLI RAMESHBHAI VIRSANGBHAI VAGHELA_OCR,THIRD,36,SC,ADAL,Nail cutter,1141404,2882,0.77,0.11,885,DILESHWAR KAMAIT,RLTP,613283,366985,30406,FALSE,2024
Haryana,Kollam,MANASA PERALA_MDV,MALE,37,GENERAL,MPOI,Socks,1502830,1114,0.71,12.31,6718,DILESHWAR KAMAIT,JD(U),729699,520253,277083,FALSE,2009
Tripura,Sambalpur,BINDU KUMARI_WAW,THIRD,36,GENERAL,CoAP,Ludo,491828,494387,0.42,49.52,179669,GURMEET SINGH MEET HAYER,IUML,766929,586404,40626,FALSE,2009
Assam,Thane,MARISERLA KRISHNAMURTHY NAIDU_CFQ,FEMALE,52,GENERAL,PPSP,Key,1339344,791,0.54,0.12,3381,ANUPRIYA PATEL,AIMIM,529382,617154,42728,FALSE,2019
West Bengal,Chikkodi,SURJIT SINGH_JJQ,THIRD,60,SC,BRKP(D),School bag,402330,426011,0.56,0.03,1334,TANGELLA UDAY SRINIVAS (TEA TIME UDAY),ZPM,601244,528109,14569,FALSE,2019
Meghalaya,Purvi Champaran,HARSHWARDHAN DADA RAIBHANJI JADHAV_ELL,THIRD,33,GENERAL,PPOI,Peas,1304517,1376,0.17,0.22,686,SUNIL KUMAR,JMM,566085,382041,245902,FALSE,2009
Puducherry,BALAGHAT,VENNILA S_ZXC,MALE,44,SC,BRRTD,Door handle,1103474,1286,0.15,0.14,1758,KRIPANATH MALLAH,VOTPP,443743,431163,111975,FALSE,2024
Sikkim,Kannauj,DHARANIKOTA LAKSHMI NARAYANA_MHE,FEMALE,37,SC,RSD,Mike,947386,1091,0.1,2.67,298357,MAHUA MOITRA,SHSUBT,923302,261594,114506,FALSE,2019
Haryana,CHENNAI NORTH,UMA. V._RAF,MALE,44,BL,MPJVP,Auto- rickshaw,1578527,42152,0.04,0.26,55059,THANGA TAMILSELVAN,ADAL,585971,232627,116252,FALSE,2019
Nagaland,Shimoga,MD FAROOQUE RAZA_OJO,MALE,69,GENERAL,svjn,Ship,1092977,4509,0.03,0.26,322,BHUMARE SANDIPANRAO ASARAM,INC,1050351,228009,80870,FALSE,2009
Lakshadweep,Bansgaon,MODI SAIFULLA_HQI,FEMALE,41,BL,JDKRP,Two leaves,1456077,1985,0.18,0.41,3698,ARUN KUMAR SAGAR,IUML,770459,411367,46224,TRUE,2024
Himachal Pradesh,Chandauli,RINKU ROY_ISR,FEMALE,64,BL,RRP,Box,1279236,65176,0.17,0.51,1210,SARABJEET SINGH KHALSA,VOTPP,488995,645812,209144,FALSE,2019
Chandigarh,Kaushambi,C.SUDHAKAR_LYD,FEMALE,56,SC,bhp,Wheel barrow,1553679,18582,43.86,2.25,1721,DELKAR KALABEN MOHANBHAI,JKN,501834,526899,277083,FALSE,2019
Uttar Pradesh,Narsapuram,RAJENDRA PRASAD KUSHWAH_NZT,THIRD,38,BL,YVTRP,Envelope,1254778,2940,0.04,0.05,1922,DR. HEMANG JOSHI,AGP,473012,520300,44111,FALSE,2014
Ladakh,Maldaha Dakshin,GIRIDHARI YADAV_ZZM,THIRD,61,GENERAL,AMJNMTP,Green chilli,1144956,951,0.86,1.1,14503,MALA ROY,VOTPP,540729,526899,248947,FALSE,2014
Andaman & Nicobar Islands,Lucknow,PUSHPINDER SINGH ALIAS LOVELY ATTAWA_DYA,THIRD,57,BL,KSNVSWP,A lady farmer carrying paddy on her head,1167912,353597,0.18,0.31,971,CHANDRASHEKHAR,JD(U),465072,506247,147603,FALSE,2009
Arunachal Pradesh,Bangalore North,SRIPAL_KLS,MALE,52,BL,BHRS,Hand,948256,322,1.13,0.04,11402,BANDI SANJAY KUMAR,SAD,205417,284085,136516,FALSE,2004
Manipur,Outer Manipur,SAIYYAD IMAMSAB JAKALI_UGO,FEMALE,37,ST,DJHP,Pan,1562727,973,0.58,0.25,622,KALI CHARAN MUNDA,TDP,494960,408132,20942,FALSE,2019
Bihar,KANGRA,BECHULAL_VXT,MALE,46,GENERAL,KRUP,Hand cart,1345727,432,0.04,0.2,427,NAVEEN JINDAL,AIMIM,588270,506247,258201,FALSE,2019
Gujarat,Daman & Diu,PANKAJ GOPALRAO WAKHARADAKAR_NJH,THIRD,37,ST,HNDPPD,Lady finger,1278464,207310,1.95,26.31,3281,ANTO ANTONY,AIMIM,671883,475066,243715,FALSE,2014
Assam,Mavelikkara,SHAILESHBHAI VARTHA_WYR,MALE,46,GENERAL,ACDP,Soap dish,1425910,3201,1.05,1.26,3632,MAHIMA KUMARI MEWAR,SAD,897043,555083,220339,FALSE,2004
Andhra Pradesh,RAJSAMAND,PREM CHAND_EYO,MALE,50,BL,AimPP,Car,1447888,3778,1.36,0.57,717493,DR. KIRSAN NAMDEO,BJP,612484,560379,487029,FALSE,2024
Jharkhand,Aurangabad,JAGANNATH KHANDERAO JADHAV J K JADHAV_QHO,MALE,54,SC,JJSP,Tea filter,1035739,2532,0.05,0.03,1071,BIDYUT BARAN MAHATO,RJD,620225,377526,146176,FALSE,2014
Sikkim,VILUPPURAM,ANAND SHANKAR NALAGE_YOM,MALE,41,ST,JPJD,A lady farmer carrying paddy on her head,916994,4063,0.13,0.15,1089,PANKAJ CHAUDHARY,SKM,369516,374245,178437,FALSE,2014
Bihar,Amritsar,RAJ PRINCE SINGH_RGL,THIRD,36,BL,YVP,Plate containing food,1227560,1698,33.1,55.62,223,UJJWAL RAMAN SINGH,BJP,376558,630339,49944,FALSE,2004
